"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary.f","dummy_sales","dummy_accounting","dummy_hr","dummy_technical","dummy_support","dummy_management","dummy_IT","dummy_product_mng","dummy_marketing","dummy_RandD"
"12125",0.46,0.49,2,138,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12126",0.11,0.92,6,260,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12127",0.38,0.49,2,132,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12128",0.7,0.89,3,183,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12129",0.09,0.82,6,250,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12130",0.37,0.45,2,151,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12131",0.1,0.83,6,292,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12132",0.38,0.57,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12133",0.9,1,5,221,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12134",0.44,0.51,2,138,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12135",0.36,0.5,2,132,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12136",0.31,0.84,7,133,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12137",0.1,0.84,6,283,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"12138",0.42,0.48,2,129,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12139",0.74,1,4,249,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12140",0.73,0.87,5,257,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12141",0.09,0.96,6,245,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12142",0.45,0.53,2,155,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12143",0.11,0.8,6,256,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12144",0.37,0.47,2,152,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12145",0.84,0.99,4,267,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12146",0.41,0.46,2,151,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12147",0.76,0.92,4,239,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12148",0.11,0.87,6,306,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12149",0.84,0.88,4,263,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"12150",0.39,0.5,2,147,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12151",0.11,0.91,6,278,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12152",0.45,0.56,2,154,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12153",0.37,0.52,2,143,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12154",0.4,0.52,2,155,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12155",0.39,0.48,2,160,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12156",0.11,0.8,6,304,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12157",0.83,1,5,240,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12158",0.11,0.92,6,305,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12159",0.39,0.5,2,136,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12160",0.45,0.45,2,132,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12161",0.1,0.95,7,301,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12162",0.9,0.98,5,243,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12163",0.45,0.51,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12164",0.79,0.89,5,239,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12165",0.9,0.99,5,260,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12166",0.11,0.84,7,296,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12167",0.43,0.55,2,129,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12168",0.31,0.54,5,132,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12169",0.32,0.5,2,135,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12170",0.45,0.57,2,158,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12171",0.81,0.99,4,259,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12172",0.41,0.46,2,160,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"12173",0.11,0.78,7,278,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12174",0.1,0.88,6,284,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12175",0.7,0.53,2,274,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12176",0.54,0.74,4,164,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12177",0.41,0.48,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12178",0.38,0.5,2,140,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12179",0.37,0.51,2,127,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12180",0.11,0.85,6,308,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12181",0.4,0.47,2,146,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12182",0.1,0.84,6,261,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12183",0.89,0.99,5,257,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12184",0.11,0.8,6,285,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12185",0.36,0.55,2,141,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12186",0.4,0.46,2,127,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12187",0.09,0.85,6,297,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12188",0.4,0.46,2,143,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12189",0.37,0.55,2,152,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12190",0.44,0.51,2,156,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"12191",0.09,0.8,7,283,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12192",0.92,0.87,4,226,6,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"12193",0.74,0.91,4,232,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12194",0.09,0.82,6,249,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12195",0.89,0.95,4,275,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12196",0.09,0.8,6,304,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12197",0.27,0.54,7,278,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12198",0.1,0.91,6,287,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12199",0.1,0.89,7,285,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12200",0.77,0.94,5,226,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12201",0.9,0.82,5,259,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12202",0.39,0.5,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12203",0.76,1,5,219,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12204",0.1,0.93,6,256,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12205",0.87,0.9,5,254,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12206",0.38,0.5,2,153,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12207",0.77,0.99,5,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12208",0.78,0.87,4,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12209",0.44,0.5,2,128,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12210",0.38,0.52,2,153,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12211",0.43,0.46,2,156,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12212",0.39,0.5,4,294,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12213",0.88,1,5,219,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12214",0.45,0.46,2,153,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12215",0.4,0.53,2,151,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12216",0.36,0.51,2,155,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12217",0.36,0.48,2,158,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12218",0.9,0.98,5,245,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12219",0.43,0.53,2,131,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12220",0.89,0.87,5,225,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12221",0.1,0.84,6,286,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12222",0.37,0.5,2,135,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12223",0.37,0.51,2,153,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12224",0.87,0.9,5,252,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12225",0.4,0.56,2,149,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12226",0.9,0.97,4,258,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12227",0.37,0.46,2,158,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12228",0.44,0.54,2,149,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12229",0.85,0.95,5,236,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12230",0.78,0.98,5,239,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12231",0.42,0.47,2,159,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12232",0.92,0.99,5,255,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12233",0.11,0.83,6,244,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12234",0.42,0.56,2,134,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12235",0.48,0.57,4,270,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12236",0.83,0.85,4,255,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12237",0.4,0.53,2,151,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12238",0.43,0.45,2,135,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12239",0.43,0.53,2,146,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12240",0.1,0.97,7,254,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12241",0.1,0.87,7,289,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12242",0.37,0.46,2,156,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12243",0.38,0.53,2,156,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12244",0.4,0.5,2,128,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12245",0.89,0.86,5,275,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12246",0.45,0.46,2,155,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12247",0.37,0.48,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12248",0.46,0.49,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12249",0.87,0.91,4,228,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12250",0.11,0.84,6,298,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12251",0.79,0.87,5,261,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12252",0.79,0.92,5,254,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12253",0.19,0.59,7,192,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12254",0.87,0.98,4,248,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12255",0.6,0.92,2,258,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12256",0.44,0.45,2,156,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12257",0.11,0.81,6,266,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"12258",0.42,0.54,2,156,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12259",0.88,0.88,5,232,5,1,1,0,2,0,1,0,0,0,0,0,0,0,0
"12260",0.11,0.84,6,287,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12261",0.46,0.46,2,154,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12262",0.82,0.97,5,263,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12263",0.44,0.56,2,131,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12264",0.11,0.78,6,260,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12265",0.42,0.5,2,139,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12266",0.84,0.93,4,251,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12267",0.11,0.95,6,286,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12268",0.45,0.53,2,129,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"12269",0.38,0.56,2,156,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12270",0.38,0.86,6,139,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12271",0.44,0.51,2,127,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12272",0.11,0.84,6,251,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12273",0.81,0.93,5,270,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12274",0.09,0.96,6,296,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12275",0.11,0.9,6,254,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12276",0.81,0.95,5,238,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12277",0.1,0.97,6,267,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"12278",0.74,0.89,5,229,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12279",0.09,0.78,6,254,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12280",0.82,0.81,4,233,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"12281",0.1,0.98,6,268,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12282",0.27,0.56,3,301,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12283",0.83,0.92,5,267,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12284",0.1,0.93,6,289,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"12285",0.38,0.47,2,144,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12286",0.4,0.56,2,148,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12287",0.11,0.83,6,306,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12288",0.11,0.79,6,292,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"12289",0.82,0.91,5,232,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12290",0.36,0.48,2,137,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12291",0.4,0.46,2,128,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12292",0.87,0.84,5,231,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12293",0.41,0.49,2,146,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12294",0.11,0.91,6,308,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"12295",0.1,0.93,6,253,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12296",0.38,0.51,2,146,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12297",0.39,0.55,2,156,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12298",0.4,0.52,2,147,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12299",0.45,0.48,2,136,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12300",0.74,0.84,5,249,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12301",0.45,0.55,2,151,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12302",0.12,1,3,278,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"12303",0.1,0.77,7,250,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"12304",0.37,0.55,2,127,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"12305",0.89,0.87,5,255,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"12306",0.45,0.47,2,135,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"12307",0.37,0.46,2,149,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0
"12308",0.11,0.81,5,287,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12309",0.41,0.48,2,145,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12310",0.1,0.94,6,285,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12311",0.1,0.93,7,305,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12312",0.11,0.95,7,300,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"12313",0.4,0.54,2,139,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12314",0.41,0.49,2,130,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12315",0.1,0.81,6,268,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12316",0.73,0.86,4,245,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12317",0.43,0.47,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12318",0.37,0.46,2,153,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12319",0.11,0.94,6,276,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12320",0.4,0.46,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12321",0.41,0.54,2,153,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"12322",0.82,0.84,5,244,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12323",0.61,0.47,2,253,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12324",0.11,0.91,7,287,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12325",0.37,0.45,2,131,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12326",0.41,0.52,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12327",0.37,0.52,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12328",0.88,0.99,5,262,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12329",0.1,0.85,6,266,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12330",0.44,0.48,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12331",0.38,0.57,2,140,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12332",0.11,0.85,7,302,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12333",0.09,0.98,6,271,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12334",0.45,0.52,2,145,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12335",0.1,0.81,6,290,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12336",0.45,0.47,2,151,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12337",0.77,0.87,5,266,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12338",0.44,0.51,2,140,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12339",0.39,0.5,2,142,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12340",0.1,0.91,6,246,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12341",0.09,0.89,7,308,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12342",0.37,0.47,2,141,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12343",0.9,1,5,232,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12344",0.41,0.56,2,143,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12345",0.37,0.52,2,155,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12346",0.1,0.86,6,278,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"12347",0.81,1,4,253,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12348",0.11,0.8,6,282,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12349",0.11,0.84,7,264,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12350",0.4,0.46,2,149,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12351",0.09,0.8,6,304,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12352",0.48,0.93,3,219,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12353",0.91,0.91,4,262,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12354",0.43,0.57,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12355",0.33,0.88,6,219,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12356",0.41,0.57,2,136,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12357",0.41,0.55,2,154,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12358",0.37,0.54,2,149,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12359",0.31,0.62,6,135,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12360",0.09,0.91,6,275,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12361",0.1,0.87,6,290,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12362",0.76,0.9,4,263,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12363",0.41,0.54,2,145,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12364",0.72,0.96,5,267,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12365",0.4,0.5,2,141,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"12366",0.91,0.87,4,235,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12367",0.1,0.83,6,258,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12368",0.4,0.56,2,131,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12369",0.82,0.86,5,243,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12370",0.1,0.82,6,266,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12371",0.37,0.45,2,142,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12372",0.36,0.51,2,135,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12373",0.39,0.48,2,141,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12374",0.36,0.57,2,142,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12375",0.86,0.84,5,254,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12376",0.73,0.99,5,262,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12377",0.56,0.71,4,296,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12378",0.44,0.56,2,158,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12379",0.31,0.56,4,238,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12380",0.77,0.93,4,231,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12381",0.44,0.45,2,156,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12382",0.38,0.46,2,145,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12383",0.45,0.48,2,144,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12384",0.38,0.51,2,159,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12385",0.36,0.48,2,156,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"12386",0.75,0.9,5,256,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12387",0.1,0.93,6,298,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12388",0.1,0.97,6,247,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"12389",0.45,0.5,2,157,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12390",0.42,0.57,2,154,3,1,1,0,2,0,0,0,0,0,0,0,0,1,0
"12391",0.78,1,4,253,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12392",0.45,0.55,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12393",0.84,1,4,261,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12394",0.11,0.93,6,282,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12395",0.42,0.56,2,133,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12396",0.45,0.46,2,128,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12397",0.46,0.57,2,139,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12398",0.09,0.79,6,293,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12399",0.87,0.83,4,265,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12400",0.1,0.87,6,250,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12401",0.91,1,5,251,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12402",0.76,0.92,4,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12403",0.74,1,5,275,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12404",0.92,0.93,5,240,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12405",0.76,0.87,5,245,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12406",0.47,0.5,4,254,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12407",0.73,0.99,5,241,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12408",0.09,0.94,6,257,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12409",0.91,0.92,4,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12410",0.82,0.98,4,233,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12411",0.28,0.45,6,218,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12412",0.84,0.99,4,262,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12413",0.45,0.53,2,138,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12414",0.45,0.54,2,142,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12415",0.91,0.97,5,233,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12416",0.42,0.48,2,155,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12417",0.82,1,4,229,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12418",0.11,0.9,6,264,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12419",0.42,0.53,3,199,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12420",0.82,0.85,4,223,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12421",0.09,0.96,6,268,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12422",0.1,0.94,6,287,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12423",0.86,1,5,257,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12424",0.4,0.46,2,143,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"12425",0.45,0.46,2,130,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12426",0.42,0.51,2,136,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
